식품명,식품대분류명,영양성분함량기준량,에너지(kcal),탄수화물(g),단백질(g),지방(g),나트륨(mg),식품기원명
커피_마스카포네 이천 쌀 슈페너 핫(HOT) (Mini Venti),음료 및 차류,100ml,99,,1.75,,59,외식(프랜차이즈 등 업체 제공 영양정보)
커피_마스카포네 이천 쌀 슈페너 핫(HOT) (Tall),음료 및 차류,100ml,100,,2.22,,62,외식(프랜차이즈 등 업체 제공 영양정보)
커피_마스카포네 이천 쌀 슈페너 핫(HOT) (Venti),음료 및 차류,100ml,93,,1.67,,54,외식(프랜차이즈 등 업체 제공 영양정보)
커피_말차 아인슈페너 아이스(ICED),음료 및 차류,100ml,123,,1.83,,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_말차 아인슈페너 아이스(ICED) (하프벤티),음료 및 차류,100ml,106,,1.67,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_메가리카노 아이스(ICED),음료 및 차류,100ml,2,0.22,0.16,0.03,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_믹스 커피 아이스(ICED),음료 및 차류,100ml,76,,0.83,,15,외식(프랜차이즈 등 업체 제공 영양정보)
커피_믹스 커피 핫(HOT),음료 및 차류,100ml,95,,1.04,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_믹스커피 아이스(ICED),음료 및 차류,100ml,60,,0.33,,5,외식(프랜차이즈 등 업체 제공 영양정보)
커피_믹스커피 아이스(ICED),음료 및 차류,100ml,62,,1.18,,26,외식(프랜차이즈 등 업체 제공 영양정보)
커피_믹스커피 아이스(ICED) (더벤티),음료 및 차류,100ml,59,,0.31,,5,외식(프랜차이즈 등 업체 제공 영양정보)
커피_믹스커피 핫(HOT),음료 및 차류,100ml,60,,1.23,,25,외식(프랜차이즈 등 업체 제공 영양정보)
커피_믹스커피 핫(HOT),음료 및 차류,100ml,60,,0.33,,5,외식(프랜차이즈 등 업체 제공 영양정보)
커피_민트 모카 아이스(ICED),음료 및 차류,100ml,79,,1.50,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_민트 모카 핫(HOT),음료 및 차류,100ml,91,,2.07,,45,외식(프랜차이즈 등 업체 제공 영양정보)
커피_민트모카 아이스(ICED),음료 및 차류,100g,75,,1.55,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_민트모카 핫(HOT),음료 및 차류,100g,129,,2.92,,51,외식(프랜차이즈 등 업체 제공 영양정보)
커피_밀크티프레소 아이스(ICED) (Grande),음료 및 차류,100ml,67,,1.25,,23,외식(프랜차이즈 등 업체 제공 영양정보)
커피_밀크티프레소 아이스(ICED) (Mini Venti),음료 및 차류,100ml,64,,1.23,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_밀크티프레소 아이스(ICED) (Tall),음료 및 차류,100ml,73,,1.67,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_밀크티프레소 아이스(ICED) (Venti),음료 및 차류,100ml,58,,1.11,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_밀크티프레소 핫(HOT) (Grande),음료 및 차류,100ml,73,,1.67,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_밀크티프레소 핫(HOT) (Mini Venti),음료 및 차류,100ml,71,,1.58,,26,외식(프랜차이즈 등 업체 제공 영양정보)
커피_밀크티프레소 핫(HOT) (Tall),음료 및 차류,100ml,76,,1.67,,30,외식(프랜차이즈 등 업체 제공 영양정보)
커피_밀크티프레소 핫(HOT) (Venti),음료 및 차류,100ml,63,,1.39,,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바나나 달달 커피 아이스(ICED),음료 및 차류,100ml,77,,0.69,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바나나 달달 커피 핫(HOT),음료 및 차류,100ml,89,,0.80,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바나나 콜드브루 오트 라떼 아이스(ICED),음료 및 차류,100ml,9,,0.21,,4,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바나리카노 아이스(ICED),음료 및 차류,100ml,1,0.12,0.04,0.00,2,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 딜라이트 아이스(ICED),음료 및 차류,100ml,56,,1.70,,44,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 딜라이트 핫(HOT),음료 및 차류,100ml,69,,2.83,,60,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 (Venti),음료 및 차류,100ml,44,,1.16,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 다크로스트 (K(코끼리)),음료 및 차류,100ml,75,,2.92,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 다크로스트 (L),음료 및 차류,100ml,75,,2.96,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 다크로스트 (R),음료 및 차류,100ml,75,,2.82,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 마끼아또 아이스(ICED) (L),음료 및 차류,100g,45,,1.57,,28,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 마끼아또 아이스(ICED) (R),음료 및 차류,100g,47,,1.28,,28,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 마끼아또 아이스(ICED) (V),음료 및 차류,100g,66,,1.77,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 마끼아또 핫(HOT) (L),음료 및 차류,100g,62,,2.35,,39,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 마끼아또 핫(HOT) (R),음료 및 차류,100g,64,,2.69,,41,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED),음료 및 차류,100ml,40,6.41,1.20,1.12,13,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED),음료 및 차류,100ml,55,6.63,1.30,2.51,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED),음료 및 차류,100ml,46,,2.00,,32,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED),음료 및 차류,100ml,61,,1.27,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED),음료 및 차류,100g,41,,1.08,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED),음료 및 차류,100ml,50,,1.42,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED),음료 및 차류,100ml,40,,1.39,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (EX),음료 및 차류,100ml,57,,1.47,,31,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (Grande),음료 및 차류,100ml,59,,1.46,,40,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (L),음료 및 차류,100ml,33,1.60,0.90,,13,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (L),음료 및 차류,100ml,46,,1.50,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (L),음료 및 차류,100ml,54,,1.71,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (ML),음료 및 차류,100ml,34,1.55,0.85,,13,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (Mini Venti),음료 및 차류,100ml,52,,1.23,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (R),음료 및 차류,100ml,54,,1.71,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (Tall),음료 및 차류,100ml,59,,1.39,,36,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) (Venti),음료 및 차류,100ml,50,,1.11,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 아이스(ICED) 빅사이즈,음료 및 차류,100g,51,,1.24,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 프리미엄마일드 (K(코끼리)),음료 및 차류,100ml,75,,2.92,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 프리미엄마일드 (L),음료 및 차류,100ml,75,,2.96,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 프리미엄마일드 (R),음료 및 차류,100ml,75,,2.82,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT),음료 및 차류,100ml,40,5.85,1.47,1.17,15,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT),음료 및 차류,100ml,85,9.58,2.25,4.02,54,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT),음료 및 차류,100ml,60,,2.24,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT),음료 및 차류,100ml,46,,2.00,,32,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT),음료 및 차류,100ml,74,,1.90,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT),음료 및 차류,100g,82,,2.53,,28,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT),음료 및 차류,100ml,67,,2.11,,44,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (EX),음료 및 차류,100ml,73,,2.30,,43,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (Grande),음료 및 차류,100ml,61,,1.67,,46,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (L),음료 및 차류,100ml,57,,1.88,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (L),음료 및 차류,100ml,75,,2.52,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (ML),음료 및 차류,100ml,44,2.39,1.41,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (Mini Venti),음료 및 차류,100ml,59,,1.40,,40,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (R),음료 및 차류,100ml,75,,2.51,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (Tall),음료 및 차류,100ml,63,,1.95,,46,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) (Venti),음료 및 차류,100ml,55,,1.25,,39,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 라떼 핫(HOT) 빅사이즈,음료 및 차류,100g,83,,2.32,,30,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 빈 라떼 아이스(ICED),음료 및 차류,100ml,45,,1.59,,23,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 빈 라떼 핫(HOT),음료 및 차류,100ml,65,,1.95,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 아이스크림 라떼 아이스(ICED) (L),음료 및 차류,100ml,66,,1.67,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 아이스크림 라떼 아이스(ICED) (R),음료 및 차류,100ml,66,,1.69,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 오트 콜드브루,음료 및 차류,100ml,50,,0.48,,36,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라 콜드브루 아이스(ICED),음료 및 차류,100ml,42,4.97,0.98,1.85,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라딥라떼 아이스(ICED),음료 및 차류,100ml,57,,1.50,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라딥라떼 아이스(ICED) (더벤티),음료 및 차류,100ml,68,,1.67,,42,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라딥라떼 핫(HOT),음료 및 차류,100ml,67,,1.83,,43,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라라떼 디카페인 (K(코끼리)),음료 및 차류,100ml,75,,2.92,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라라떼 디카페인 (L),음료 및 차류,100ml,75,,2.96,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라라떼 디카페인 (R),음료 및 차류,100ml,75,,2.82,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 골든 라떼 아이스(ICED) (L),음료 및 차류,100g,52,,1.73,,26,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 골든 라떼 아이스(ICED) (R),음료 및 차류,100g,46,,1.54,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 골든 라떼 핫(HOT) (L),음료 및 차류,100g,86,,2.43,,36,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 골든 라떼 핫(HOT) (R),음료 및 차류,100g,80,,2.67,,37,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 더블샷 라떼 아이스(ICED),음료 및 차류,100ml,44,,1.27,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 더블샷 라떼 핫(HOT),음료 및 차류,100ml,53,,1.76,,42,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 라떼 아이스(ICED),음료 및 차류,100ml,50,,1.18,,36,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 라떼 핫(HOT),음료 및 차류,100ml,51,,1.38,,37,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 오트 콜드브루 라떼 아이스(ICED) (L),음료 및 차류,100ml,59,,0.95,,43,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라빈 오트 콜드브루 라떼 아이스(ICED) (R),음료 및 차류,100ml,53,,0.82,,39,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라크림 콜드브루 (Venti),음료 및 차류,100ml,50,,0.39,,15,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라크림 콜드브루 아이스(ICED),음료 및 차류,100ml,66,,1.02,,39,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라크림콜드브루 아이스(ICED),음료 및 차류,100ml,44,,0.33,,2,외식(프랜차이즈 등 업체 제공 영양정보)
커피_바닐라크림콜드브루 아이스(ICED) (더벤티),음료 및 차류,100ml,51,,0.31,,3,외식(프랜차이즈 등 업체 제공 영양정보)
커피_베트남 연유 커피 아이스(ICED),음료 및 차류,100ml,78,,0.85,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_베트남 연유 커피 핫(HOT),음료 및 차류,100ml,76,,0.89,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_블랙아리아 딥라떼 아이스(ICED),음료 및 차류,100ml,27,,1.41,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_블랙아리아 딥라떼 핫(HOT),음료 및 차류,100ml,47,,2.26,,37,외식(프랜차이즈 등 업체 제공 영양정보)
커피_빅바나 디카페인 바닐라 라떼 아이스(ICED),음료 및 차류,100ml,56,7.00,1.22,2.54,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_빅바나 디카페인 크리미 라떼 아이스(ICED),음료 및 차류,100ml,74,4.95,0.86,5.55,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_빅바나 바닐라 라떼 아이스(ICED),음료 및 차류,100ml,56,6.99,1.25,2.52,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_빅바나 크리미 라떼 아이스(ICED),음료 및 차류,100ml,74,4.94,0.90,5.53,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_빅바나 클래식밀크커피 아이스(ICED),음료 및 차류,100ml,36,7.13,0.43,0.63,5,외식(프랜차이즈 등 업체 제공 영양정보)
커피_살인미숫 아이스(ICED),음료 및 차류,100ml,122,,3.68,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_샥 라떼 아이스(ICED),음료 및 차류,100ml,73,,2.19,,38,외식(프랜차이즈 등 업체 제공 영양정보)
커피_스위티 소금 라떼 아이스(ICED),음료 및 차류,100ml,48,7.40,1.13,1.46,51,외식(프랜차이즈 등 업체 제공 영양정보)
커피_스위티 소금 라떼 핫(HOT),음료 및 차류,100ml,78,10.75,2.14,2.80,78,외식(프랜차이즈 등 업체 제공 영양정보)
커피_시그니처 라떼 아이스(ICED) (EX),음료 및 차류,100ml,75,,1.18,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_시그니처 라떼 핫(HOT) (EX),음료 및 차류,100ml,90,,1.38,,41,외식(프랜차이즈 등 업체 제공 영양정보)
커피_시그니처 라떼 핫(HOT) (L),음료 및 차류,100ml,84,,1.32,,39,외식(프랜차이즈 등 업체 제공 영양정보)
커피_시그니처 바닐라빈 라떼 아이스(ICED) (L),음료 및 차류,100ml,44,6.70,1.10,,53,외식(프랜차이즈 등 업체 제공 영양정보)
커피_시그니처 바닐라빈 라떼 아이스(ICED) (ML),음료 및 차류,100ml,42,6.34,0.99,,50,외식(프랜차이즈 등 업체 제공 영양정보)
커피_시그니처 바닐라빈 라떼 핫(HOT),음료 및 차류,100ml,52,7.18,1.55,,57,외식(프랜차이즈 등 업체 제공 영양정보)
커피_시나몬 라떼 아이스(ICED),음료 및 차류,100ml,46,6.73,1.12,1.54,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_시나몬 라떼 핫(HOT),음료 및 차류,100ml,73,9.70,2.02,2.76,37,외식(프랜차이즈 등 업체 제공 영양정보)
커피_신촌 라떼 아이스(ICED),음료 및 차류,100ml,108,,3.14,,48,외식(프랜차이즈 등 업체 제공 영양정보)
커피_신촌 라떼 핫(HOT),음료 및 차류,100ml,108,,3.14,,48,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아몬드 라떼 아이스(ICED),음료 및 차류,100ml,40,,1.39,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아몬드 라떼 핫(HOT),음료 및 차류,100ml,60,,2.24,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아이스크림 라떼 아이스(ICED),음료 및 차류,100ml,62,,0.83,,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아이스크림 바닐라 라떼 아이스(ICED),음료 및 차류,100ml,73,,1.55,,30,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아인슈페너 라떼 아이스(ICED),음료 및 차류,100ml,60,,1.33,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아인슈페너 아이스(ICED),음료 및 차류,100ml,128,,1.33,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아인슈페너 아이스(ICED),음료 및 차류,100ml,43,,0.46,,5,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아인슈페너 아이스(ICED),음료 및 차류,100ml,83,,1.39,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아인슈페너 아이스(ICED) (하프벤티),음료 및 차류,100ml,120,,1.43,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아포가토,음료 및 차류,100ml,138,,2.67,,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아포가토,음료 및 차류,100g,217,,5.46,,64,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아포가토,음료 및 차류,100g,82,,0.13,,28,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아포가토 오리지널,음료 및 차류,100g,117,,1.99,,33,외식(프랜차이즈 등 업체 제공 영양정보)
커피_아포카토,음료 및 차류,100ml,90,,2.46,,44,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소,음료 및 차류,100g,17,,1.00,,11,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소,음료 및 차류,100ml,3,0.90,0.30,0.00,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소,음료 및 차류,100ml,17,,1.00,,3,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소,음료 및 차류,100ml,20,,0.00,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소,음료 및 차류,100ml,3,,0.18,,7,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 (L),음료 및 차류,100ml,27,,1.67,,1,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 (R),음료 및 차류,100ml,27,,1.67,,1,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 (Solo),음료 및 차류,100g,35,,0.00,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 도피오 핫(HOT),음료 및 차류,100ml,3,0.36,0.17,0.05,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 마끼아또,음료 및 차류,100g,24,,1.43,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 마끼아또,음료 및 차류,100g,57,,2.86,,43,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 마끼아또 핫(HOT),음료 및 차류,100ml,35,,2.50,,13,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 마끼야토 핫(HOT),음료 및 차류,100ml,17,,1.00,,3,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 블랙 N2,음료 및 차류,100g,4,,0.21,,1,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 콘파냐,음료 및 차류,100g,49,,1.00,,26,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 콘파냐 핫(HOT),음료 및 차류,100ml,17,,1.00,,3,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 콘파냐 핫(HOT),음료 및 차류,100ml,118,,2.50,,20,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 핫(HOT),음료 및 차류,100ml,17,,1.00,,3,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 핫(HOT),음료 및 차류,100ml,1,0.19,0.09,0.03,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 핫(HOT),음료 및 차류,100ml,27,,0.00,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 핫(HOT) (더블),음료 및 차류,100ml,21,,0.00,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_에스프레소 핫(HOT) (싱글),음료 및 차류,100ml,21,,0.00,,0,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연남 라떼 아이스(ICED),음료 및 차류,100ml,110,,3.14,,48,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연남 라떼 핫(HOT),음료 및 차류,100ml,110,,3.14,,48,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유 라떼 아이스(ICED),음료 및 차류,100ml,59,6.04,2.00,3.05,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유 라떼 아이스(ICED),음료 및 차류,100ml,61,7.85,1.96,2.40,30,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유 라떼 핫(HOT),음료 및 차류,100ml,54,7.29,2.20,1.83,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유 라떼 핫(HOT),음료 및 차류,100ml,94,11.21,3.15,3.92,49,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유 콜드브루,음료 및 차류,100ml,68,,1.93,,28,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유 콜드브루 (EX),음료 및 차류,100ml,66,,2.06,,29,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유라떼 아이스(ICED),음료 및 차류,100ml,61,,2.00,,28,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유라떼 아이스(ICED) (더벤티),음료 및 차류,100ml,72,,2.29,,32,외식(프랜차이즈 등 업체 제공 영양정보)
커피_연유라떼 핫(HOT),음료 및 차류,100ml,71,,2.50,,36,외식(프랜차이즈 등 업체 제공 영양정보)
커피_옛날 커피 아이스(ICED),음료 및 차류,100ml,43,,0.64,,10,외식(프랜차이즈 등 업체 제공 영양정보)
커피_왕할메가커피 아이스(ICED),음료 및 차류,100ml,49,8.46,0.32,1.52,4,외식(프랜차이즈 등 업체 제공 영양정보)
커피_원조커피 아이스(ICED),음료 및 차류,100ml,60,,0.42,,3,외식(프랜차이즈 등 업체 제공 영양정보)
커피_원조커피 아이스(ICED) 빽사이즈,음료 및 차류,100ml,68,,0.53,,4,외식(프랜차이즈 등 업체 제공 영양정보)
커피_원조커피 제로슈거 아이스(ICED),음료 및 차류,100ml,46,,0.56,,10,외식(프랜차이즈 등 업체 제공 영양정보)
커피_원조커피 제로슈거 아이스(ICED) 빽사이즈,음료 및 차류,100ml,53,,0.63,,12,외식(프랜차이즈 등 업체 제공 영양정보)
커피_원조커피 제로슈거 핫(HOT),음료 및 차류,100ml,79,,0.85,,18,외식(프랜차이즈 등 업체 제공 영양정보)
커피_원조커피 핫(HOT),음료 및 차류,100ml,100,,0.63,,5,외식(프랜차이즈 등 업체 제공 영양정보)
커피_이탈리안 아포가또,음료 및 차류,100g,120,,2.48,,116,외식(프랜차이즈 등 업체 제공 영양정보)
커피_저당 바닐라 라떼 (Grande),음료 및 차류,100ml,32,,2.50,,24,외식(프랜차이즈 등 업체 제공 영양정보)
커피_저칼로리 바닐라 라떼 (Venti),음료 및 차류,100ml,11,,1.04,,9,외식(프랜차이즈 등 업체 제공 영양정보)
커피_정말 맛있는 프로틴 돌체 라떼 (Venti),음료 및 차류,100ml,58,,4.18,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_정말 맛있는 프로틴 바닐라 라떼 (Venti),음료 및 차류,100ml,61,,3.35,,32,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 마끼아또 아이스(ICED) (L),음료 및 차류,100g,46,,1.57,,34,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 마끼아또 아이스(ICED) (R),음료 및 차류,100g,52,,1.54,,36,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 마끼아또 아이스(ICED) (V),음료 및 차류,100g,73,,2.10,,42,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 마끼아또 핫(HOT) (L),음료 및 차류,100g,72,,2.25,,48,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 마끼아또 핫(HOT) (R),음료 및 차류,100g,69,,2.55,,49,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 아이스(ICED),음료 및 차류,100ml,31,,1.36,,22,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 아이스(ICED) (Grande),음료 및 차류,100ml,59,,1.25,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 아이스(ICED) (Mini Venti),음료 및 차류,100ml,52,,1.23,,19,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 아이스(ICED) (Tall),음료 및 차류,100ml,59,,1.39,,21,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 아이스(ICED) (Venti),음료 및 차류,100ml,50,,1.11,,17,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 핫(HOT),음료 및 차류,100ml,50,,2.17,,35,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 핫(HOT) (Grande),음료 및 차류,100ml,61,,1.67,,27,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 핫(HOT) (Mini Venti),음료 및 차류,100ml,53,,1.40,,25,외식(프랜차이즈 등 업체 제공 영양정보)
커피_카라멜 라떼 핫(HOT) (Tall),음료 및 차류,100ml,63,,1.95,,31,외식(프랜차이즈 등 업체 제공 영양정보)
